trials,cold_read_success_rate,hot_read_success_rate,write_success_rate,roundtrip_success_rate,mean_cold_read_latency_ms,median_cold_read_latency_ms,p95_cold_read_latency_ms,min_cold_read_latency_ms,max_cold_read_latency_ms,mean_hot_read_latency_ms,median_hot_read_latency_ms,p95_hot_read_latency_ms,min_hot_read_latency_ms,max_hot_read_latency_ms,mean_write_latency_ms,median_write_latency_ms,p95_write_latency_ms,min_write_latency_ms,max_write_latency_ms,mean_roundtrip_latency_ms,median_roundtrip_latency_ms,p95_roundtrip_latency_ms,min_roundtrip_latency_ms,max_roundtrip_latency_ms,cold_hot_acceleration_ratio,cold_read_stage_mean_ms,hot_read_stage_mean_ms,write_stage_mean_ms,hot_cache_hits
250,1.0,1.0,1.0,1.0,133.64075721576782,132.71832069785773,163.11640289128567,100.67459255752676,182.48846134951563,0.1999999999999942,0.19999999999998863,0.20000000000000284,0.19999999999998863,0.20000000000000284,159.1634294217905,153.21157062422782,240.59089889796925,87.35431908605732,318.1920674210399,287.0990348907851,280.4454201445551,368.13133104347025,201.48146510697052,416.2785272357787,668.2037860788585,"{""addressing"": 8.01666937901815, ""molecular_access"": 50.99123461694036, ""sensing"": 35.29185076032447, ""basecalling"": 18.234717372706026, ""decoding"": 12.066241704625742, ""error_correction"": 8.040043382153032, ""buffer"": 1.0}","{""cache"": 0.20000000000000068}","{""addressing"": 8.065233868472305, ""encoding"": 5.966508224838727, ""molecular_write"": 129.0547791120428, ""write_verification"": 15.076908216436564, ""buffer"": 1.0}",250
