payload_size_bytes,payload_size_label,channels,logical_block_size_bytes,logical_block_size_label,read_path_speedup,write_path_speedup,logical_blocks,cold_read_latency_ms,write_latency_ms,roundtrip_latency_ms,cold_read_throughput_bytes_per_s,write_throughput_bytes_per_s,meets_read_500_MBps_target,meets_write_500_MBps_target,meets_roundtrip_target,meets_all_targets
1073741824,1024 MB,128,16777216,16 MB,256,8,64,1242.9706511789407,75852.8803807933,77095.85103197224,863851308.9440773,14155584.054417558,True,False,False,False
1073741824,1024 MB,128,16777216,16 MB,256,16,64,1242.9706511789407,37938.44019039665,39181.41084157559,863851308.9440773,28302213.233104825,True,False,False,False
1073741824,1024 MB,128,16777216,16 MB,256,32,64,1242.9706511789407,18981.22009519832,20224.190746377262,863851308.9440773,56568640.931128785,True,False,False,False
1073741824,1024 MB,128,16777216,16 MB,256,64,64,1242.9706511789407,9502.610047599164,10745.580698778105,863851308.9440773,112994410.86412685,True,False,False,False
1073741824,1024 MB,128,16777216,16 MB,256,128,64,1242.9706511789407,4763.305023799581,6006.275674978522,863851308.9440773,225419497.31018913,True,False,False,False
1073741824,1024 MB,128,16777216,16 MB,256,256,64,1242.9706511789407,2393.6525118997906,3636.6231630787315,863851308.9440773,448578821.97269905,True,False,True,False
1073741824,1024 MB,256,65536,64 KB,1,1,16384,79550.1216754522,153193.76076158657,232743.88243703876,13497676.702251207,7009044.093323424,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,1,2,16384,79038.1216754522,76852.88038079327,155891.00205624546,13585113.123120746,13971393.37757788,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,1,4,16384,78782.1216754522,38682.440190396635,117464.56186584884,13629257.516360698,27757861.67353964,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,1,8,16384,78654.1216754522,19597.220095198325,98251.34177065053,13651437.472413003,54790517.16437508,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,1,16,16384,78590.1216754522,10054.610047599162,88644.73172305137,13662554.543866873,106790996.26110193,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,1,32,16384,78558.1216754522,5283.30502379958,83841.42669925178,13668119.872264236,203232979.95537648,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,1,64,16384,78542.1216754522,2897.652511899791,81439.774187352,13670904.237052085,370555758.3562777,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,1,128,16384,78534.1216754522,1704.8262559498953,80238.9479314021,13672296.844896464,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,1,256,16384,78530.1216754522,1108.4131279749477,79638.53480342714,13672993.255219186,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,2,1,16384,41662.1216754522,152681.76076158657,194343.88243703876,25772615.04741514,7032548.08330809,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,2,2,16384,41662.1216754522,76852.88038079327,118515.00205624547,25772615.04741514,13971393.37757788,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,2,4,16384,41406.1216754522,38682.440190396635,80088.56186584884,25931958.38084426,27757861.67353964,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,2,8,16384,41278.1216754522,19597.220095198325,60875.34177065053,26012371.21306676,54790517.16437508,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,2,16,16384,41214.1216754522,10054.610047599162,51268.731723051365,26052764.93468349,106790996.26110193,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,2,32,16384,41182.1216754522,5283.30502379958,46465.42669925178,26073008.87656876,203232979.95537648,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,2,64,16384,41166.1216754522,2897.652511899791,44063.77418735199,26083142.6498038,370555758.3562777,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,2,128,16384,41158.1216754522,1704.8262559498953,42862.9479314021,26088212.49100899,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,2,256,16384,41154.1216754522,1108.4131279749477,42262.53480342715,26090748.150761057,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,4,1,16384,22718.121675452203,152425.76076158657,175143.88243703876,47263670.79723052,7044359.290943412,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,4,2,16384,22718.121675452203,76596.88038079327,99315.00205624547,47263670.79723052,14018088.18664685,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,4,4,16384,22718.121675452203,38682.440190396635,61400.56186584884,47263670.79723052,27757861.67353964,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,4,8,16384,22590.121675452203,19597.220095198325,42187.34177065053,47531475.900229126,54790517.16437508,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,4,16,16384,22526.121675452203,10054.610047599162,32580.731723051365,47666519.76181537,106790996.26110193,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,4,32,16384,22494.121675452203,5283.30502379958,27777.426699251784,47734329.86146655,203232979.95537648,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,4,64,16384,22478.121675452203,2897.652511899791,25375.774187351995,47768307.312465824,370555758.3562777,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,4,128,16384,22470.121675452203,1704.8262559498953,24174.947931402097,47785314.18336841,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,4,256,16384,22466.121675452203,1108.4131279749477,23574.534803427152,47793822.16082418,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,8,1,16384,13246.121675452205,152297.76076158657,165543.8824370388,81060845.60508493,7050279.78501195,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,8,2,16384,13246.121675452205,76468.88038079327,89715.00205624547,81060845.60508493,14041552.833689617,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,8,4,16384,13246.121675452205,38554.440190396635,51800.56186584884,81060845.60508493,27850017.240490343,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,8,8,16384,13246.121675452205,19597.220095198325,32843.34177065053,81060845.60508493,54790517.16437508,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,8,16,16384,13182.121675452205,10054.610047599162,23236.731723051365,81454400.92542356,106790996.26110193,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,8,32,16384,13150.121675452205,5283.30502379958,18433.426699251784,81652615.12404038,203232979.95537648,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,8,64,16384,13134.121675452205,2897.652511899791,16031.774187351995,81752084.42044765,370555758.3562777,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,8,128,16384,13126.121675452205,1704.8262559498953,14830.947931402101,81801910.00423656,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,8,256,16384,13122.121675452205,1108.4131279749477,14230.534803427152,81826845.57853694,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,16,1,16384,8510.121675452205,152233.76076158657,160743.8824370388,126172323.37549913,7053243.765563855,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,16,2,16384,8510.121675452205,76404.88038079327,84915.00205624547,126172323.37549913,14053314.639700923,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,16,4,16384,8510.121675452205,38490.440190396635,47000.56186584884,126172323.37549913,27896324.871543,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,16,8,16384,8510.121675452205,19533.220095198325,28043.341770650528,126172323.37549913,54970036.62309361,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,16,16,16384,8510.121675452205,10054.610047599162,18564.731723051365,126172323.37549913,106790996.26110193,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,16,32,16384,8478.121675452205,5283.30502379958,13761.426699251784,126648550.83513872,203232979.95537648,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,16,64,16384,8462.121675452205,2897.652511899791,11359.774187351995,126888015.22611299,370555758.3562777,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,16,128,16384,8454.121675452205,1704.8262559498953,10158.947931402101,127008087.32357952,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,16,256,16384,8450.121675452205,1108.4131279749477,9558.534803427152,127068208.62937918,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,32,1,16384,6142.121675452205,152201.76076158657,158343.8824370388,174816110.9037208,7054726.690592901,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,32,2,16384,6142.121675452205,76372.88038079327,82515.00205624547,174816110.9037208,14059202.934946936,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,32,4,16384,6142.121675452205,38458.440190396635,44600.56186584884,174816110.9037208,27919536.48364869,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,32,8,16384,6142.121675452205,19501.220095198325,25643.341770650528,174816110.9037208,55060238.21885798,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,32,16,16384,6142.121675452205,10022.610047599162,16164.731723051367,174816110.9037208,107131956.53633222,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,32,32,16384,6142.121675452205,5283.30502379958,11425.426699251784,174816110.9037208,203232979.95537648,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,32,64,16384,6126.121675452205,2897.652511899791,9023.774187351995,175272689.78390652,370555758.3562777,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,32,128,16384,6118.121675452205,1704.8262559498953,7822.9479314021,175501874.75155717,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,32,256,16384,6114.121675452205,1108.4131279749477,7222.534803427152,175616692.14255297,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,64,1,16384,4958.121675452205,152185.76076158657,157143.8824370388,216562217.36471796,7055468.386967677,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,64,2,16384,4958.121675452205,76356.88038079327,81315.00205624547,216562217.36471796,14062148.933340758,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,64,4,16384,4958.121675452205,38442.440190396635,43400.56186584884,216562217.36471796,27931156.78094319,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,64,8,16384,4958.121675452205,19485.220095198325,24443.341770650528,216562217.36471796,55105450.11829753,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,64,16,16384,4958.121675452205,10006.610047599162,14964.731723051367,216562217.36471796,107303254.43806194,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,64,32,16384,4958.121675452205,5267.30502379958,10225.426699251784,216562217.36471796,203850321.7771608,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,64,64,16384,4958.121675452205,2897.652511899791,7855.774187351995,216562217.36471796,370555758.3562777,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,64,128,16384,4950.121675452205,1704.8262559498953,6654.9479314021,216912208.30484158,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,64,256,16384,4946.121675452205,1108.4131279749477,6054.534803427152,217087628.33899185,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,128,1,16384,4366.121675452205,152177.76076158657,156543.8824370388,245925767.49221978,7055839.293641644,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,128,2,16384,4366.121675452205,76348.88038079327,80715.00205624547,245925767.49221978,14063622.395569747,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,128,4,16384,4366.121675452205,38434.440190396635,42800.56186584884,245925767.49221978,27936970.557679385,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,128,8,16384,4366.121675452205,19477.220095198325,23843.341770650528,245925767.49221978,55128083.92326516,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,128,16,16384,4366.121675452205,9998.610047599162,14364.731723051367,245925767.49221978,107389108.97498435,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,128,32,16384,4366.121675452205,5259.30502379958,9625.426699251784,245925767.49221978,204160401.25854427,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,128,64,16384,4366.121675452205,2889.652511899791,7255.774187351995,245925767.49221978,371581641.5912488,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,128,128,16384,4366.121675452205,1704.8262559498953,6070.9479314021,245925767.49221978,629824781.412539,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,128,256,16384,4362.121675452205,1108.4131279749477,5470.534803427152,246151277.72397345,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,256,1,16384,4070.1216754522043,152173.76076158657,156243.8824370388,263810743.17162853,7056024.761602961,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,256,2,16384,4070.1216754522043,76344.88038079327,80415.00205624547,263810743.17162853,14064359.242484717,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,256,4,16384,4070.1216754522043,38430.440190396635,42500.56186584884,263810743.17162853,27939878.35373056,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,256,8,16384,4070.1216754522043,19473.220095198325,23543.341770650528,263810743.17162853,55139407.79957402,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,256,16,16384,4070.1216754522043,9994.610047599162,14064.731723051367,263810743.17162853,107432087.78394781,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,256,32,16384,4070.1216754522043,5255.30502379958,9325.426699251784,263810743.17162853,204315795.01805696,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,256,64,16384,4070.1216754522043,2885.652511899791,6955.774187351995,263810743.17162853,372096716.2789445,False,False,False,False
1073741824,1024 MB,256,65536,64 KB,256,128,16384,4070.1216754522043,1700.8262559498953,5770.947931402099,263810743.17162853,631306002.1526569,False,True,False,False
1073741824,1024 MB,256,65536,64 KB,256,256,16384,4070.1216754522043,1108.4131279749477,5178.534803427152,263810743.17162853,968719872.4916841,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,1,1,4096,76719.53041886305,152809.76076158657,229529.29118044963,13995677.738611376,7026657.319850461,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,1,2,4096,76207.53041886305,76468.88038079327,152676.41079965633,14089707.645666275,14041552.833689617,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,1,4,4096,75951.53041886305,38298.440190396635,114249.97060925969,14137198.000862524,28036176.3732937,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,1,8,4096,75823.53041886305,19213.220095198325,95036.75051406138,14161063.433322791,55885573.5103115,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,1,16,4096,75759.53041886305,9670.610047599162,85430.14046646221,14173026.391048662,111031446.69415851,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,1,32,4096,75727.53041886305,4899.30502379958,80626.83544266263,14179015.452648915,219162068.65750036,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,1,64,4096,75711.53041886305,2513.652511899791,78225.18293076285,14182011.881937655,427163985.0444076,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,1,128,4096,75703.53041886305,1320.8262559498953,77024.35667481295,14183510.57155527,812931919.8215058,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,1,256,4096,75699.53041886305,724.4131279749477,76423.943546838,14184260.03515131,1482223033.425111,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,2,1,4096,38831.530418863054,152297.76076158657,191129.29118044963,27651287.81734578,7050279.78501195,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,2,2,4096,38831.530418863054,76468.88038079327,115300.41079965633,27651287.81734578,14041552.833689617,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,2,4,4096,38575.530418863054,38298.440190396635,76873.97060925969,27834790.92422151,28036176.3732937,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,2,8,4096,38447.530418863054,19213.220095198325,57660.75051406138,27927458.8589233,55885573.5103115,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,2,16,4096,38383.530418863054,9670.610047599162,48054.14046646222,27974024.5955157,111031446.69415851,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,2,32,4096,38351.530418863054,4899.30502379958,43250.83544266263,27997365.74454625,219162068.65750036,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,2,64,4096,38335.530418863054,2513.652511899791,40849.18293076284,28009050.931812953,427163985.0444076,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,2,128,4096,38327.530418863054,1320.8262559498953,39648.35667481295,28014897.183971796,812931919.8215058,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,2,256,4096,38323.530418863054,724.4131279749477,39047.943546838,28017821.225350842,1482223033.425111,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,4,1,4096,19887.53041886305,152041.76076158657,171929.29118044963,53990706.80900483,7062150.679007931,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,4,2,4096,19887.53041886305,76212.88038079327,96100.41079965633,53990706.80900483,14088718.581886826,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,4,4,4096,19887.53041886305,38298.440190396635,58185.97060925969,53990706.80900483,28036176.3732937,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,4,8,4096,19759.53041886305,19213.220095198325,38972.75051406138,54340452.49248298,55885573.5103115,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,4,16,4096,19695.53041886305,9670.610047599162,29366.140466462213,54517030.06544279,111031446.69415851,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,4,32,4096,19663.53041886305,4899.30502379958,24562.835442662632,54605749.889652014,219162068.65750036,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,4,64,4096,19647.53041886305,2513.652511899791,22161.182930762843,54650218.17546749,427163985.0444076,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,4,128,4096,19639.53041886305,1320.8262559498953,20960.356674812945,54672479.489056945,812931919.8215058,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,4,256,4096,19635.53041886305,724.4131279749477,20359.943546838,54683616.94820834,1482223033.425111,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,8,1,4096,10415.53041886305,151913.76076158657,162329.29118044963,103090460.18966056,7068101.129331728,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,8,2,4096,10415.53041886305,76084.88038079327,86500.41079965633,103090460.18966056,14112420.478629727,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,8,4,4096,10415.53041886305,38170.440190396635,48585.97060925969,103090460.18966056,28130192.33323237,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,8,8,4096,10415.53041886305,19213.220095198325,29628.750514061376,103090460.18966056,55885573.5103115,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,8,16,4096,10351.53041886305,9670.610047599162,20022.140466462213,103727833.52337705,111031446.69415851,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,8,32,4096,10319.53041886305,4899.30502379958,15218.835442662632,104049484.85226704,219162068.65750036,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,8,64,4096,10303.53041886305,2513.652511899791,12817.182930762841,104211059.73873396,427163985.0444076,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,8,128,4096,10295.53041886305,1320.8262559498953,11616.356674812945,104292035.50627504,812931919.8215058,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,8,256,4096,10291.53041886305,724.4131279749477,11015.943546837998,104332570.5992152,1482223033.425111,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,16,1,4096,5679.530418863051,151849.76076158657,157529.29118044963,189054683.18892208,7071080.116391098,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,16,2,4096,5679.530418863051,76020.88038079327,81700.41079965633,189054683.18892208,14124301.358015865,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,16,4,4096,5679.530418863051,38106.440190396635,43785.97060925969,189054683.18892208,28177437.163773652,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,16,8,4096,5679.530418863051,19149.220095198325,24828.750514061376,189054683.18892208,56072352.74658738,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,16,16,4096,5679.530418863051,9670.610047599162,15350.140466462213,189054683.18892208,111031446.69415851,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,16,32,4096,5647.530418863051,4899.30502379958,10546.835442662632,190125903.6009165,219162068.65750036,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,16,64,4096,5631.530418863051,2513.652511899791,8145.182930762841,190666079.04726148,427163985.0444076,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,16,128,4096,5623.530418863051,1320.8262559498953,6944.356674812946,190937319.4458662,812931919.8215058,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,16,256,4096,5619.530418863051,724.4131279749477,6343.943546837998,191073229.2498633,1482223033.425111,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,32,1,4096,3311.530418863051,151817.76076158657,155129.29118044963,324243382.4203397,7072570.551782777,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,32,2,4096,3311.530418863051,75988.88038079327,79300.41079965633,324243382.4203397,14130249.302520264,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,32,4,4096,3311.530418863051,38074.440190396635,41385.97060925969,324243382.4203397,28201119.140047807,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,32,8,4096,3311.530418863051,19117.220095198325,22428.750514061376,324243382.4203397,56166211.334758446,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,32,16,4096,3311.530418863051,9638.610047599162,12950.140466462213,324243382.4203397,111400068.96196133,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,32,32,4096,3311.530418863051,4899.30502379958,8210.835442662632,324243382.4203397,219162068.65750036,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,32,64,4096,3295.530418863051,2513.652511899791,5809.182930762842,325817603.70169425,427163985.0444076,False,False,False,False
1073741824,1024 MB,256,262144,256 KB,32,128,4096,3287.530418863051,1320.8262559498953,4608.356674812947,326610460.4961615,812931919.8215058,False,True,False,False
1073741824,1024 MB,256,262144,256 KB,32,256,4096,3283.530418863051,724.4131279749477,4007.943546837999,327008337.6817906,1482223033.425111,False,True,True,False
1073741824,1024 MB,256,262144,256 KB,64,1,4096,2127.530418863051,151801.76076158657,153929.29118044963,504689293.5019965,7073316.005117843,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,64,2,4096,2127.530418863051,75972.88038079327,78100.41079965633,504689293.5019965,14133225.153741216,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,64,4,4096,2127.530418863051,38058.440190396635,40185.97060925969,504689293.5019965,28212975.062255427,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,64,8,4096,2127.530418863051,19101.220095198325,21228.750514061376,504689293.5019965,56213258.55880368,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,64,16,4096,2127.530418863051,9622.610047599162,11750.140466462213,504689293.5019965,111585299.48617198,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,64,32,4096,2127.530418863051,4883.30502379958,7010.835442662632,504689293.5019965,219880146.4923745,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,64,64,4096,2127.530418863051,2513.652511899791,4641.182930762842,504689293.5019965,427163985.0444076,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,64,128,4096,2119.530418863051,1320.8262559498953,3440.3566748129465,506594203.3405549,812931919.8215058,True,True,True,True
1073741824,1024 MB,256,262144,256 KB,64,256,4096,2115.530418863051,724.4131279749477,2839.943546837999,507552060.90445197,1482223033.425111,True,True,True,True
1073741824,1024 MB,256,262144,256 KB,128,1,4096,1535.5304188630512,151793.76076158657,153329.29118044963,699264443.6148832,7073688.790716914,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,128,2,4096,1535.5304188630512,75964.88038079327,77500.41079965633,699264443.6148832,14134713.549440164,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,128,4,4096,1535.5304188630512,38050.440190396635,39585.97060925969,699264443.6148832,28218906.762371607,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,128,8,4096,1535.5304188630512,19093.220095198325,20628.750514061376,699264443.6148832,56236811.73978772,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,128,16,4096,1535.5304188630512,9614.610047599162,11150.140466462213,699264443.6148832,111678145.93459472,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,128,32,4096,1535.5304188630512,4875.30502379958,6410.835442662632,699264443.6148832,220240952.87543195,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,128,64,4096,1535.5304188630512,2505.652511899791,4041.1829307628423,699264443.6148832,428527826.14532876,True,False,True,False
1073741824,1024 MB,256,262144,256 KB,128,128,4096,1535.5304188630512,1320.8262559498953,2856.3566748129465,699264443.6148832,812931919.8215058,True,True,True,True
1073741824,1024 MB,256,262144,256 KB,128,256,4096,1531.5304188630512,724.4131279749477,2255.943546837999,701090759.1356261,1482223033.425111,True,True,True,True
1073741824,1024 MB,256,262144,256 KB,256,1,4096,1239.5304188630512,151789.76076158657,153029.29118044963,866248869.4588718,7073875.198252054,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,256,2,4096,1239.5304188630512,75960.88038079327,77200.41079965633,866248869.4588718,14135457.864855077,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,256,4,4096,1239.5304188630512,38046.440190396635,39285.97060925969,866248869.4588718,28221873.54787071,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,256,8,4096,1239.5304188630512,19089.220095198325,20328.750514061376,866248869.4588718,56248595.73336302,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,256,16,4096,1239.5304188630512,9610.610047599162,10850.140466462213,866248869.4588718,111724627.12377271,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,256,32,4096,1239.5304188630512,4871.30502379958,6110.835442662632,866248869.4588718,220421800.47319016,True,False,False,False
1073741824,1024 MB,256,262144,256 KB,256,64,4096,1239.5304188630512,2501.652511899791,3741.1829307628423,866248869.4588718,429213017.7522477,True,False,True,False
1073741824,1024 MB,256,262144,256 KB,256,128,4096,1239.5304188630512,1316.8262559498953,2556.3566748129465,866248869.4588718,815401287.1086429,True,True,True,True
1073741824,1024 MB,256,262144,256 KB,256,256,4096,1239.5304188630512,724.4131279749477,1963.9435468379988,866248869.4588718,1482223033.425111,True,True,True,True
1073741824,1024 MB,256,1048576,1 MB,1,1,1024,76011.88260471576,152713.76076158657,228725.64336630233,14125973.297935199,7031074.466670378,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,1,2,1024,75499.88260471576,76372.88038079327,151872.76298550903,14221768.126735253,14059202.934946936,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,1,4,1024,75243.88260471576,38202.440190396635,113446.3227951124,14270154.420935016,28106629.279401846,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,1,8,1024,75115.88260471576,19117.220095198325,94233.10269991409,14294471.245853279,56166211.334758446,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,1,16,1024,75051.88260471576,9574.610047599162,84626.49265231492,14306660.76233154,112144705.49317476,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,1,32,1024,75019.88260471576,4803.30502379958,79823.18762851534,14312763.31979363,223542294.04124603,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,1,64,1024,75003.88260471576,2417.652511899791,77421.53511661556,14315816.551241973,444125786.7766339,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,1,128,1024,74995.88260471576,1224.8262559498953,76220.70886066566,14317343.65551,876648274.6300013,False,True,False,False
1073741824,1024 MB,256,1048576,1 MB,1,256,1024,74991.88260471576,628.4131279749477,75620.2957326907,14318107.329825576,1708655940.177631,False,True,False,False
1073741824,1024 MB,256,1048576,1 MB,2,1,1024,38123.88260471576,152201.76076158657,190325.64336630233,28164545.44079366,7054726.690592901,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,2,2,1024,38123.88260471576,76372.88038079327,114496.76298550903,28164545.44079366,14059202.934946936,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,2,4,1024,37867.88260471576,38202.440190396635,76070.3227951124,28354947.521314137,28106629.279401846,False,False,False,False
1073741824,1024 MB,256,1048576,1 MB,2,8,1024,37739.88260471576,19117.220095198325,56857.10269991409,28451117.2238207,56166211.334758446,False,False,False,False
