trial,write_status,read_status,write_latency_ms,cold_read_latency_ms,roundtrip_latency_ms,write_stage_times_ms,read_stage_times_ms
116,completed,completed,174.10063509557872,131.6151199336292,305.7157550292079,"{""addressing"": 7.9347180251246225, ""encoding"": 7.090684241338122, ""molecular_write"": 144.55674524730037, ""write_verification"": 13.518487581815595, ""buffer"": 1.0}","{""addressing"": 9.024647794388933, ""molecular_access"": 52.24088030374157, ""sensing"": 31.199197291252784, ""basecalling"": 17.23262904529041, ""decoding"": 13.645068687118487, ""error_correction"": 7.272696811836972, ""buffer"": 1.0}"
117,completed,completed,95.3286359416953,116.96992474657162,212.29856068826692,"{""addressing"": 10.020668826413532, ""encoding"": 5.320041964765189, ""molecular_write"": 59.000828125807764, ""write_verification"": 19.987097024708813, ""buffer"": 1.0}","{""addressing"": 6.8343753427916525, ""molecular_access"": 38.446467520583646, ""sensing"": 37.25206199952967, ""basecalling"": 13.543173343878234, ""decoding"": 10.956007543749292, ""error_correction"": 8.93783899603912, ""buffer"": 1.0}"
118,completed,completed,164.08849526401409,109.6253748450927,273.7138701091068,"{""addressing"": 11.198294836220455, ""encoding"": 5.40284832988699, ""molecular_write"": 132.34040887994212, ""write_verification"": 14.146943217964512, ""buffer"": 1.0}","{""addressing"": 6.126909209431753, ""molecular_access"": 39.452498466068, ""sensing"": 30.400294528411358, ""basecalling"": 13.406574492481255, ""decoding"": 10.11927162162531, ""error_correction"": 9.119826527075011, ""buffer"": 1.0}"
119,completed,completed,198.24702812492757,119.8821601064194,318.129188231347,"{""addressing"": 8.413872219656708, ""encoding"": 6.29397972979748, ""molecular_write"": 171.64712880221455, ""write_verification"": 10.892047373258826, ""buffer"": 1.0}","{""addressing"": 9.241277728873527, ""molecular_access"": 41.36047136919072, ""sensing"": 32.15824149944444, ""basecalling"": 17.688107618709946, ""decoding"": 12.020431418078642, ""error_correction"": 6.413630472122109, ""buffer"": 1.0}"
120,completed,completed,174.04095663344464,145.4825642262631,319.52352085970773,"{""addressing"": 8.71252428948192, ""encoding"": 6.776746531817439, ""molecular_write"": 143.5823244038074, ""write_verification"": 13.969361408337884, ""buffer"": 1.0}","{""addressing"": 8.936878708851486, ""molecular_access"": 56.33027625185326, ""sensing"": 41.14411927918167, ""basecalling"": 14.118285946337494, ""decoding"": 13.493617322452389, ""error_correction"": 10.459386717586789, ""buffer"": 1.0}"
121,completed,completed,148.4152483429103,144.50134343208637,292.9165917749967,"{""addressing"": 7.263268823576984, ""encoding"": 6.407562856747488, ""molecular_write"": 121.35743310170443, ""write_verification"": 12.386983560881399, ""buffer"": 1.0}","{""addressing"": 6.905080662084909, ""molecular_access"": 57.277246341874786, ""sensing"": 36.885895133697126, ""basecalling"": 20.289017758601016, ""decoding"": 13.234197446927482, ""error_correction"": 8.909906088901078, ""buffer"": 1.0}"
122,completed,completed,145.15162212106418,119.81502709355703,264.9666492146212,"{""addressing"": 6.024605043442272, ""encoding"": 6.284300194252226, ""molecular_write"": 116.75074481929703, ""write_verification"": 15.091972064072635, ""buffer"": 1.0}","{""addressing"": 5.358731543569819, ""molecular_access"": 44.854971297239466, ""sensing"": 35.69048778784265, ""basecalling"": 16.88669376982016, ""decoding"": 8.496441700270939, ""error_correction"": 7.527700994814009, ""buffer"": 1.0}"
123,completed,completed,195.76032510044004,135.4482531050543,331.20857820549435,"{""addressing"": 9.90800370861941, ""encoding"": 8.380878605344858, ""molecular_write"": 165.52672424856647, ""write_verification"": 10.944718537909319, ""buffer"": 1.0}","{""addressing"": 8.150751698000462, ""molecular_access"": 45.28421529324351, ""sensing"": 37.86214363946699, ""basecalling"": 22.507288515529524, ""decoding"": 11.972341568668277, ""error_correction"": 8.671512390145544, ""buffer"": 1.0}"
124,completed,completed,80.48947580227829,120.99198930469223,201.48146510697052,"{""addressing"": 9.191502960339541, ""encoding"": 6.46711324503532, ""molecular_write"": 49.329902464571695, ""write_verification"": 14.500957132331727, ""buffer"": 1.0}","{""addressing"": 9.35767082462376, ""molecular_access"": 41.881530842767944, ""sensing"": 33.334240228113366, ""basecalling"": 16.093759259820875, ""decoding"": 14.042631915899795, ""error_correction"": 5.282156233466512, ""buffer"": 1.0}"
125,completed,completed,157.7014723364702,116.96085791292995,274.66233024940016,"{""addressing"": 9.236434921368701, ""encoding"": 7.854069325167367, ""molecular_write"": 125.26139948356057, ""write_verification"": 14.349568606373575, ""buffer"": 1.0}","{""addressing"": 8.286236857067466, ""molecular_access"": 35.25069879226034, ""sensing"": 35.92793599618523, ""basecalling"": 16.12433370511105, ""decoding"": 11.799037449172124, ""error_correction"": 8.572615113133754, ""buffer"": 1.0}"
126,completed,completed,100.32994652986365,153.36637111072014,253.6963176405838,"{""addressing"": 8.051870246769289, ""encoding"": 5.962979108924896, ""molecular_write"": 66.94339574532721, ""write_verification"": 18.371701428842258, ""buffer"": 1.0}","{""addressing"": 9.594969741528217, ""molecular_access"": 65.62567512392278, ""sensing"": 40.450778737284544, ""basecalling"": 17.455213991658386, ""decoding"": 12.726640680187954, ""error_correction"": 6.51309283613827, ""buffer"": 1.0}"
127,completed,completed,150.14934327221303,121.62554119684646,271.7748844690595,"{""addressing"": 8.837854172049218, ""encoding"": 4.941011469578119, ""molecular_write"": 120.84234610288138, ""write_verification"": 14.528131527704318, ""buffer"": 1.0}","{""addressing"": 7.2381016273634655, ""molecular_access"": 52.62514185465861, ""sensing"": 27.601159855907756, ""basecalling"": 15.108316331788824, ""decoding"": 11.741949655489487, ""error_correction"": 6.310871871638292, ""buffer"": 1.0}"
128,completed,completed,152.36673496971665,127.76798670561149,280.13472167532814,"{""addressing"": 8.66673952220522, ""encoding"": 4.969552072311521, ""molecular_write"": 124.88839769639448, ""write_verification"": 12.842045678805423, ""buffer"": 1.0}","{""addressing"": 8.322205643942487, ""molecular_access"": 36.60415991062665, ""sensing"": 37.42347491241791, ""basecalling"": 23.3455268660569, ""decoding"": 13.90773659737575, ""error_correction"": 7.164882775191827, ""buffer"": 1.0}"
129,completed,completed,118.0466877370876,153.31439543182148,271.3610831689091,"{""addressing"": 9.514495507414134, ""encoding"": 5.890783758891021, ""molecular_write"": 96.34695686630022, ""write_verification"": 5.294451604482218, ""buffer"": 1.0}","{""addressing"": 5.4422653403946715, ""molecular_access"": 64.83219373262551, ""sensing"": 41.646394832044926, ""basecalling"": 19.368630554689645, ""decoding"": 14.681552359784515, ""error_correction"": 6.343358612282197, ""buffer"": 1.0}"
130,completed,completed,145.94849180194188,113.9873021687942,259.9357939707361,"{""addressing"": 8.222599499281099, ""encoding"": 5.200157731265902, ""molecular_write"": 109.89862227883242, ""write_verification"": 21.627112292562465, ""buffer"": 1.0}","{""addressing"": 7.883480001736732, ""molecular_access"": 41.70988201864273, ""sensing"": 29.188040998350676, ""basecalling"": 16.91466463948847, ""decoding"": 8.5585660021771, ""error_correction"": 8.73266850839848, ""buffer"": 1.0}"
131,completed,completed,185.60844345153316,131.9594679810802,317.56791143261336,"{""addressing"": 6.206175774645664, ""encoding"": 5.636779079717215, ""molecular_write"": 158.00504733727902, ""write_verification"": 14.76044125989124, ""buffer"": 1.0}","{""addressing"": 10.290797850208277, ""molecular_access"": 45.26462028223867, ""sensing"": 36.801119005431474, ""basecalling"": 18.715361917151835, ""decoding"": 10.472148077184706, ""error_correction"": 9.415420848865242, ""buffer"": 1.0}"
132,completed,completed,96.40805111358856,144.81485333461873,241.2229044482073,"{""addressing"": 9.216458502303098, ""encoding"": 5.713032371503126, ""molecular_write"": 70.54688650508974, ""write_verification"": 9.931673734692588, ""buffer"": 1.0}","{""addressing"": 4.933262373316721, ""molecular_access"": 70.42610793480189, ""sensing"": 30.18285086905654, ""basecalling"": 18.99967663587617, ""decoding"": 11.547509660259443, ""error_correction"": 7.725445861307969, ""buffer"": 1.0}"
133,completed,completed,86.73988107439034,143.64800411703771,230.38788519142804,"{""addressing"": 9.021396626249526, ""encoding"": 8.318954088053333, ""molecular_write"": 57.099163688446694, ""write_verification"": 11.300366671640788, ""buffer"": 1.0}","{""addressing"": 8.709022045314802, ""molecular_access"": 56.65169037259578, ""sensing"": 35.929719007713445, ""basecalling"": 22.117404793823017, ""decoding"": 10.30048881544729, ""error_correction"": 8.939679082143355, ""buffer"": 1.0}"
134,completed,completed,111.26608463256662,135.20697090962275,246.47305554218937,"{""addressing"": 7.521221934548518, ""encoding"": 6.4680151577350475, ""molecular_write"": 83.49423449623956, ""write_verification"": 12.782613044043497, ""buffer"": 1.0}","{""addressing"": 10.45315654761059, ""molecular_access"": 60.85049083988532, ""sensing"": 32.40333309531813, ""basecalling"": 13.04599586848131, ""decoding"": 13.890974564489717, ""error_correction"": 3.563019993837675, ""buffer"": 1.0}"
135,completed,completed,165.08311083155024,123.2007410460775,288.28385187762774,"{""addressing"": 8.06163718351034, ""encoding"": 5.988347801077058, ""molecular_write"": 139.32310480171893, ""write_verification"": 10.710021045243916, ""buffer"": 1.0}","{""addressing"": 7.596034522767091, ""molecular_access"": 33.084921077331074, ""sensing"": 40.22589274628427, ""basecalling"": 18.954876621192977, ""decoding"": 14.145006463329697, ""error_correction"": 8.194009615172353, ""buffer"": 1.0}"
136,completed,completed,110.14112238583958,127.25054603528004,237.39166842111962,"{""addressing"": 8.386865154565381, ""encoding"": 4.859309462350879, ""molecular_write"": 83.78083898670162, ""write_verification"": 12.114108782221688, ""buffer"": 1.0}","{""addressing"": 10.518427060385667, ""molecular_access"": 32.11797162016212, ""sensing"": 46.875410387792314, ""basecalling"": 14.980821874120217, ""decoding"": 14.708930185085107, ""error_correction"": 7.048984907734628, ""buffer"": 1.0}"
137,completed,completed,125.69143784611404,153.43521479213402,279.12665263824806,"{""addressing"": 7.446002941910087, ""encoding"": 5.53172294799137, ""molecular_write"": 95.70468542729215, ""write_verification"": 16.009026528920426, ""buffer"": 1.0}","{""addressing"": 3.482969323180635, ""molecular_access"": 75.57273039182958, ""sensing"": 34.92668759210316, ""basecalling"": 20.335688373970513, ""decoding"": 11.577427660001584, ""error_correction"": 6.539711451048534, ""buffer"": 1.0}"
138,completed,completed,209.38055843676636,149.47516120594622,358.8557196427126,"{""addressing"": 11.314727393327738, ""encoding"": 6.195285363911891, ""molecular_write"": 179.6084301428635, ""write_verification"": 11.262115536663233, ""buffer"": 1.0}","{""addressing"": 7.322579159140932, ""molecular_access"": 62.80903498439191, ""sensing"": 37.325254830938476, ""basecalling"": 21.0058074323285, ""decoding"": 11.501863806774475, ""error_correction"": 8.510620992371908, ""buffer"": 1.0}"
139,completed,completed,147.5653373626169,132.79416852656107,280.35950588917797,"{""addressing"": 6.079248415097938, ""encoding"": 4.421994693535979, ""molecular_write"": 127.4672291478885, ""write_verification"": 8.596865106094478, ""buffer"": 1.0}","{""addressing"": 7.420379572538391, ""molecular_access"": 55.34331634766056, ""sensing"": 26.568218643524027, ""basecalling"": 18.272868801372553, ""decoding"": 11.641453116693336, ""error_correction"": 12.547932044772153, ""buffer"": 1.0}"
140,completed,completed,153.83219348707593,130.79195135293003,284.62414484000595,"{""addressing"": 6.949212848981775, ""encoding"": 7.878043968328106, ""molecular_write"": 124.20977583559345, ""write_verification"": 13.795160834172606, ""buffer"": 1.0}","{""addressing"": 8.288264501522365, ""molecular_access"": 46.03652122659841, ""sensing"": 39.16460427283828, ""basecalling"": 11.190050970230999, ""decoding"": 14.581911521381864, ""error_correction"": 10.530598860358099, ""buffer"": 1.0}"
141,completed,completed,140.53164128135506,131.24713203910466,271.7787733204597,"{""addressing"": 9.173692252095217, ""encoding"": 5.02163046237307, ""molecular_write"": 110.23849786003606, ""write_verification"": 15.097820706850717, ""buffer"": 1.0}","{""addressing"": 8.948196381851318, ""molecular_access"": 49.85427944646784, ""sensing"": 32.09013974770475, ""basecalling"": 15.3530686183784, ""decoding"": 14.270146632394399, ""error_correction"": 9.73130121230796, ""buffer"": 1.0}"
142,completed,completed,155.07946319669415,138.803032077795,293.88249527448914,"{""addressing"": 6.949652444875911, ""encoding"": 5.392844736515676, ""molecular_write"": 122.79898969330628, ""write_verification"": 18.937976321996285, ""buffer"": 1.0}","{""addressing"": 5.179476780770418, ""molecular_access"": 59.92469836900154, ""sensing"": 39.54833228867643, ""basecalling"": 14.94787421879089, ""decoding"": 12.210682083130473, ""error_correction"": 5.991968337425259, ""buffer"": 1.0}"
143,completed,completed,124.2218445581736,151.49990795636847,275.72175251454206,"{""addressing"": 7.974301230195894, ""encoding"": 4.6229350067941635, ""molecular_write"": 90.76730667531906, ""write_verification"": 19.85730164586448, ""buffer"": 1.0}","{""addressing"": 7.084145927010923, ""molecular_access"": 68.31392669929215, ""sensing"": 38.26333588022141, ""basecalling"": 16.947198857642544, ""decoding"": 10.42523375569415, ""error_correction"": 9.4660668365073, ""buffer"": 1.0}"
144,completed,completed,177.56474672370754,108.11039970608928,285.6751464297968,"{""addressing"": 6.753741695839817, ""encoding"": 5.984527066967225, ""molecular_write"": 152.52239680231773, ""write_verification"": 11.304081158582772, ""buffer"": 1.0}","{""addressing"": 8.157140387546796, ""molecular_access"": 33.495912589722884, ""sensing"": 32.24071670026151, ""basecalling"": 17.62213099536053, ""decoding"": 7.861147301179517, ""error_correction"": 7.733351732018069, ""buffer"": 1.0}"
145,completed,completed,115.4020661012216,114.7381688795663,230.1402349807879,"{""addressing"": 8.147047025484385, ""encoding"": 6.529459756474879, ""molecular_write"": 86.72240839026871, ""write_verification"": 13.003150928993628, ""buffer"": 1.0}","{""addressing"": 8.570514989442229, ""molecular_access"": 30.79797372248001, ""sensing"": 41.451240210999266, ""basecalling"": 17.202608128470875, ""decoding"": 6.8135760330800075, ""error_correction"": 8.90225579509391, ""buffer"": 1.0}"
146,completed,completed,103.8764179249807,151.48161926739564,255.35803719237634,"{""addressing"": 5.897487455100703, ""encoding"": 4.846533042266146, ""molecular_write"": 76.32568785605159, ""write_verification"": 15.806709571562267, ""buffer"": 1.0}","{""addressing"": 6.5735657789806865, ""molecular_access"": 69.03770922532973, ""sensing"": 34.71800220866594, ""basecalling"": 20.628915127918784, ""decoding"": 9.489914325273386, ""error_correction"": 10.033512601227109, ""buffer"": 1.0}"
147,completed,completed,130.22422307087132,127.73461729679397,257.9588403676653,"{""addressing"": 10.077914511790357, ""encoding"": 4.915969545787592, ""molecular_write"": 100.18766033713487, ""write_verification"": 14.042678676158504, ""buffer"": 1.0}","{""addressing"": 8.97481773115366, ""molecular_access"": 44.91960416721887, ""sensing"": 31.479106889946383, ""basecalling"": 19.154284555413717, ""decoding"": 12.960113189547236, ""error_correction"": 9.246690763514138, ""buffer"": 1.0}"
148,completed,completed,124.96505791608755,113.92891919042611,238.89397710651366,"{""addressing"": 8.390074582688708, ""encoding"": 7.21797875394471, ""molecular_write"": 93.83726917249167, ""write_verification"": 14.51973540696245, ""buffer"": 1.0}","{""addressing"": 6.5864316521067146, ""molecular_access"": 36.6046145181166, ""sensing"": 34.94202417401506, ""basecalling"": 14.087293858192162, ""decoding"": 11.881595350746812, ""error_correction"": 8.826959637248748, ""buffer"": 1.0}"
149,completed,completed,170.73248339689303,149.18361541399895,319.916098810892,"{""addressing"": 9.937080138295904, ""encoding"": 6.077744665384914, ""molecular_write"": 131.78659762449058, ""write_verification"": 21.931060968721614, ""buffer"": 1.0}","{""addressing"": 6.268001791689525, ""molecular_access"": 73.16755251951324, ""sensing"": 35.29285555091775, ""basecalling"": 18.529001550628983, ""decoding"": 8.760154798392968, ""error_correction"": 6.1660492028565255, ""buffer"": 1.0}"
150,completed,completed,183.63257866554065,143.5136582793949,327.14623694493554,"{""addressing"": 7.737576144922652, ""encoding"": 5.532688336839573, ""molecular_write"": 150.5637632852107, ""write_verification"": 18.798550898567704, ""buffer"": 1.0}","{""addressing"": 8.641779767696326, ""molecular_access"": 61.75753263962419, ""sensing"": 34.60442798117867, ""basecalling"": 19.258385180180234, ""decoding"": 8.328004774695852, ""error_correction"": 9.923527936019644, ""buffer"": 1.0}"
151,completed,completed,160.07583226345994,146.92654543362434,307.0023776970843,"{""addressing"": 9.895442392088423, ""encoding"": 5.252715935123526, ""molecular_write"": 127.6596397823479, ""write_verification"": 16.26803415390009, ""buffer"": 1.0}","{""addressing"": 10.631275113365016, ""molecular_access"": 56.23510153239549, ""sensing"": 40.5474475475139, ""basecalling"": 18.850695079382803, ""decoding"": 11.54092668294196, ""error_correction"": 8.121099478025133, ""buffer"": 1.0}"
152,completed,completed,287.237612849018,119.80121120973348,407.03882405875146,"{""addressing"": 9.19482347424181, ""encoding"": 5.984007660848873, ""molecular_write"": 251.5761202119125, ""write_verification"": 19.482661502014814, ""buffer"": 1.0}","{""addressing"": 8.28173236808566, ""molecular_access"": 41.66518395120093, ""sensing"": 33.30483724174883, ""basecalling"": 16.440133027591344, ""decoding"": 10.660754952267245, ""error_correction"": 8.448569668839468, ""buffer"": 1.0}"
153,completed,completed,211.51218268850477,150.69228787679197,362.20447056529673,"{""addressing"": 7.359064660954816, ""encoding"": 6.373447899873806, ""molecular_write"": 180.18256381482144, ""write_verification"": 16.597106312854734, ""buffer"": 1.0}","{""addressing"": 7.411174892540538, ""molecular_access"": 60.24721300848936, ""sensing"": 43.71640995960938, ""basecalling"": 17.464747902011784, ""decoding"": 13.406309376964455, ""error_correction"": 7.446432737176443, ""buffer"": 1.0}"
154,completed,completed,131.22926138044306,138.79849475109268,270.02775613153574,"{""addressing"": 9.393052170527769, ""encoding"": 5.091875858873397, ""molecular_write"": 103.26345772282716, ""write_verification"": 12.480875628214756, ""buffer"": 1.0}","{""addressing"": 7.4540929461607135, ""molecular_access"": 56.22972054056019, ""sensing"": 29.324884044425637, ""basecalling"": 22.773067752365023, ""decoding"": 12.735576444644087, ""error_correction"": 9.281153022937058, ""buffer"": 1.0}"
155,completed,completed,99.36648736273307,142.3366094201405,241.70309678287356,"{""addressing"": 6.079249059488145, ""encoding"": 6.2069534278465355, ""molecular_write"": 72.0003525067601, ""write_verification"": 14.079932368638303, ""buffer"": 1.0}","{""addressing"": 6.754353009858189, ""molecular_access"": 53.34274563555644, ""sensing"": 42.86043832032681, ""basecalling"": 20.580541449550125, ""decoding"": 10.843714288980214, ""error_correction"": 6.954816715868698, ""buffer"": 1.0}"
156,completed,completed,163.77860860524737,119.69208499679718,283.47069360204455,"{""addressing"": 7.30113569931597, ""encoding"": 6.476654895050643, ""molecular_write"": 131.51609975237747, ""write_verification"": 17.48471825850328, ""buffer"": 1.0}","{""addressing"": 8.808686926491653, ""molecular_access"": 39.360163616527764, ""sensing"": 31.982111880482208, ""basecalling"": 16.84196851757674, ""decoding"": 11.51462376614385, ""error_correction"": 10.184530289574969, ""buffer"": 1.0}"
157,completed,completed,237.2959848030493,120.72801316864229,358.0239979716916,"{""addressing"": 8.833233277504212, ""encoding"": 6.07323695888118, ""molecular_write"": 207.23044604272772, ""write_verification"": 14.15906852393619, ""buffer"": 1.0}","{""addressing"": 7.595180154479663, ""molecular_access"": 42.818575334199444, ""sensing"": 32.258439876962036, ""basecalling"": 17.836620150603284, ""decoding"": 11.510870968883104, ""error_correction"": 7.708326683514752, ""buffer"": 1.0}"
158,completed,completed,164.52780490929143,180.76133835187517,345.2891432611666,"{""addressing"": 9.240255026167294, ""encoding"": 6.545599352362179, ""molecular_write"": 132.89568004029243, ""write_verification"": 14.846270490469525, ""buffer"": 1.0}","{""addressing"": 7.848338791029578, ""molecular_access"": 91.41976201944523, ""sensing"": 42.137862157013274, ""basecalling"": 18.534426729315275, ""decoding"": 14.090298427328563, ""error_correction"": 5.730650227743224, ""buffer"": 1.0}"
159,completed,completed,105.47838779507488,134.01357139250865,239.49195918758352,"{""addressing"": 9.224630773024186, ""encoding"": 4.690031799373919, ""molecular_write"": 79.97357661518315, ""write_verification"": 10.590148607493628, ""buffer"": 1.0}","{""addressing"": 6.168338143786791, ""molecular_access"": 48.82111587101049, ""sensing"": 38.10600038093901, ""basecalling"": 17.42420973587429, ""decoding"": 14.788387718349583, ""error_correction"": 7.705519542548492, ""buffer"": 1.0}"
160,completed,completed,196.32539293313258,118.60115058724725,314.9265435203798,"{""addressing"": 7.68527094803232, ""encoding"": 6.406101267192097, ""molecular_write"": 170.09478847656607, ""write_verification"": 11.139232241342093, ""buffer"": 1.0}","{""addressing"": 9.058138871262399, ""molecular_access"": 32.151939027817356, ""sensing"": 40.57213257154961, ""basecalling"": 12.770311640337638, ""decoding"": 12.542337489048364, ""error_correction"": 10.506290987231893, ""buffer"": 1.0}"
161,completed,completed,275.81113654515,140.4673906906287,416.2785272357787,"{""addressing"": 9.89569365903514, ""encoding"": 6.513639299329211, ""molecular_write"": 243.26278875892697, ""write_verification"": 15.139014827858698, ""buffer"": 1.0}","{""addressing"": 8.881174617159493, ""molecular_access"": 59.733573432494005, ""sensing"": 33.612977443250614, ""basecalling"": 17.787366084006013, ""decoding"": 9.367211824259773, ""error_correction"": 10.085087289458817, ""buffer"": 1.0}"
162,completed,completed,179.3029645767693,148.40149209004997,327.7044566668193,"{""addressing"": 8.221782014904765, ""encoding"": 4.562183739169363, ""molecular_write"": 157.70443524215025, ""write_verification"": 7.814563580544924, ""buffer"": 1.0}","{""addressing"": 9.677984735817788, ""molecular_access"": 64.88324335815328, ""sensing"": 32.5640283132023, ""basecalling"": 17.69322733554976, ""decoding"": 13.474367838896342, ""error_correction"": 9.10864050843048, ""buffer"": 1.0}"
163,completed,completed,129.4555715488918,113.668291475756,243.12386302464782,"{""addressing"": 9.317535368382707, ""encoding"": 6.256430191734318, ""molecular_write"": 98.03338034570402, ""write_verification"": 14.848225643070778, ""buffer"": 1.0}","{""addressing"": 6.455357277496967, ""molecular_access"": 43.72037681855822, ""sensing"": 27.219767990494226, ""basecalling"": 14.518120252450078, ""decoding"": 12.368077634232055, ""error_correction"": 8.386591502524473, ""buffer"": 1.0}"
164,completed,completed,164.15692799233423,138.83887328128387,302.9958012736181,"{""addressing"": 9.438136853998852, ""encoding"": 8.544351310485963, ""molecular_write"": 136.45916572566372, ""write_verification"": 8.715274102185699, ""buffer"": 1.0}","{""addressing"": 5.9294624919274135, ""molecular_access"": 60.112461832838505, ""sensing"": 31.6971204471097, ""basecalling"": 16.382212132448227, ""decoding"": 14.823860230230345, ""error_correction"": 8.893756146729688, ""buffer"": 1.0}"
165,completed,completed,173.82533100358523,136.73874400585424,310.5640750094395,"{""addressing"": 6.9309041178076995, ""encoding"": 6.466356428441919, ""molecular_write"": 151.12365151056713, ""write_verification"": 8.304418946768479, ""buffer"": 1.0}","{""addressing"": 9.784681784128239, ""molecular_access"": 60.3205852103695, ""sensing"": 32.80510122809249, ""basecalling"": 14.060075039286192, ""decoding"": 12.001195271019839, ""error_correction"": 6.76710547295801, ""buffer"": 1.0}"
166,completed,completed,185.953326693774,131.93465650903988,317.88798320281387,"{""addressing"": 6.233112372743022, ""encoding"": 5.796974885681894, ""molecular_write"": 157.0876267359919, ""write_verification"": 15.83561269935718, ""buffer"": 1.0}","{""addressing"": 8.298321419465852, ""molecular_access"": 57.578997057292064, ""sensing"": 28.8053384392708, ""basecalling"": 16.813491598888223, ""decoding"": 14.391756325173027, ""error_correction"": 5.0467516689499075, ""buffer"": 1.0}"
167,completed,completed,238.5650869497872,136.87453653429975,375.43962348408695,"{""addressing"": 7.888529294594456, ""encoding"": 5.198773861206842, ""molecular_write"": 206.40712132419984, ""write_verification"": 18.070662469786075, ""buffer"": 1.0}","{""addressing"": 10.118505413132468, ""molecular_access"": 51.04183948895414, ""sensing"": 32.792295497334194, ""basecalling"": 18.31775225138805, ""decoding"": 15.427517872253874, ""error_correction"": 8.176626011237053, ""buffer"": 1.0}"
168,completed,completed,225.61599308340413,114.87664170839429,340.4926347917984,"{""addressing"": 6.786961469399275, ""encoding"": 5.095212805546908, ""molecular_write"": 195.69691744052275, ""write_verification"": 17.036901367935194, ""buffer"": 1.0}","{""addressing"": 8.457416453718064, ""molecular_access"": 34.75864992465838, ""sensing"": 28.823567663425344, ""basecalling"": 17.205797470010953, ""decoding"": 13.96940570043396, ""error_correction"": 10.661804496147631, ""buffer"": 1.0}"
169,completed,completed,230.20111225305408,123.53523924901737,353.73635150207144,"{""addressing"": 6.34504570245166, ""encoding"": 5.303056883447386, ""molecular_write"": 197.59194067478495, ""write_verification"": 19.961068992370098, ""buffer"": 1.0}","{""addressing"": 8.188112020224592, ""molecular_access"": 37.26887441560181, ""sensing"": 32.80950637258934, ""basecalling"": 20.753187583330618, ""decoding"": 13.96108629150664, ""error_correction"": 9.554472565764382, ""buffer"": 1.0}"
170,completed,completed,148.13400400080508,149.3511284865802,297.4851324873853,"{""addressing"": 8.684141326965175, ""encoding"": 5.5810959197907595, ""molecular_write"": 115.30883194074886, ""write_verification"": 17.559934813300284, ""buffer"": 1.0}","{""addressing"": 11.294755078837625, ""molecular_access"": 56.72261240591993, ""sensing"": 40.50473477712134, ""basecalling"": 20.949505791686267, ""decoding"": 10.228673481273056, ""error_correction"": 8.650846951741975, ""buffer"": 1.0}"
171,completed,completed,124.45377045263612,131.69253150095025,256.1463019535864,"{""addressing"": 9.25280566240805, ""encoding"": 5.359063881027435, ""molecular_write"": 94.67582467599556, ""write_verification"": 14.166076233205068, ""buffer"": 1.0}","{""addressing"": 9.073458515804475, ""molecular_access"": 44.56152081144548, ""sensing"": 34.26180826907399, ""basecalling"": 20.878203573806918, ""decoding"": 14.159548464015272, ""error_correction"": 7.7579918668041286, ""buffer"": 1.0}"
172,completed,completed,135.1216400806155,134.2601154368975,269.381755517513,"{""addressing"": 5.839788320344663, ""encoding"": 5.641478456254547, ""molecular_write"": 105.03391598431632, ""write_verification"": 17.606457319699956, ""buffer"": 1.0}","{""addressing"": 9.608394357427525, ""molecular_access"": 40.70351774955395, ""sensing"": 42.205971136774465, ""basecalling"": 18.579262450460252, ""decoding"": 13.363215893543435, ""error_correction"": 8.799753849137868, ""buffer"": 1.0}"
173,completed,completed,192.59252174214717,119.48691108662038,312.07943282876755,"{""addressing"": 7.904710838255731, ""encoding"": 7.9093641048884145, ""molecular_write"": 156.5971015509813, ""write_verification"": 19.181345248021728, ""buffer"": 1.0}","{""addressing"": 9.065413796605643, ""molecular_access"": 39.649747094931406, ""sensing"": 28.1256704326725, ""basecalling"": 20.874014052676063, ""decoding"": 13.399324089621418, ""error_correction"": 7.372741620113355, ""buffer"": 1.0}"
174,completed,completed,142.477088667281,159.74560463305698,302.222693300338,"{""addressing"": 7.192582864277366, ""encoding"": 5.188468522844649, ""molecular_write"": 109.3336328605288, ""write_verification"": 19.76240441963021, ""buffer"": 1.0}","{""addressing"": 8.570429264867839, ""molecular_access"": 77.52259037155844, ""sensing"": 37.94682856167784, ""basecalling"": 14.80022869860818, ""decoding"": 8.521321022064125, ""error_correction"": 11.384206714280577, ""buffer"": 1.0}"
175,completed,completed,121.83892843639315,133.96640422539565,255.80533266178878,"{""addressing"": 7.495116244002416, ""encoding"": 6.596970173040184, ""molecular_write"": 92.54917661765396, ""write_verification"": 14.197665401696595, ""buffer"": 1.0}","{""addressing"": 8.429914077212608, ""molecular_access"": 55.13964153749211, ""sensing"": 33.295502163607495, ""basecalling"": 19.048670883667395, ""decoding"": 7.496716206954808, ""error_correction"": 9.555959356461237, ""buffer"": 1.0}"
176,completed,completed,196.38191420440063,122.2013010095132,318.58321521391383,"{""addressing"": 8.147134474130093, ""encoding"": 7.4575983011484706, ""molecular_write"": 173.4659362784849, ""write_verification"": 6.311245150637168, ""buffer"": 1.0}","{""addressing"": 7.3012859524309155, ""molecular_access"": 30.99678707290541, ""sensing"": 44.97692175658123, ""basecalling"": 19.900712088468786, ""decoding"": 11.670800236634523, ""error_correction"": 6.35479390249234, ""buffer"": 1.0}"
