trial,write_status,read_status,write_latency_ms,cold_read_latency_ms,roundtrip_latency_ms,write_stage_times_ms,read_stage_times_ms
55,completed,completed,130.98283666301086,132.8102094986009,263.79304616161176,"{""addressing"": 8.485749824764671, ""encoding"": 4.099599055290227, ""molecular_write"": 100.52696205439716, ""write_verification"": 16.87052572855881, ""buffer"": 1.0}","{""addressing"": 10.722690357126815, ""molecular_access"": 51.28766557635966, ""sensing"": 36.17278682386451, ""basecalling"": 13.97210819621186, ""decoding"": 11.830766152011972, ""error_correction"": 7.824192393026059, ""buffer"": 1.0}"
56,completed,completed,110.7871306074249,129.7931581685989,240.5802887760238,"{""addressing"": 6.993315781160175, ""encoding"": 6.504549001240736, ""molecular_write"": 80.43049930122483, ""write_verification"": 15.858766523799156, ""buffer"": 1.0}","{""addressing"": 10.513075592081812, ""molecular_access"": 41.310150090554096, ""sensing"": 35.83751071804983, ""basecalling"": 13.28263434994329, ""decoding"": 14.686514843976665, ""error_correction"": 13.1632725739932, ""buffer"": 1.0}"
57,completed,completed,194.50986787736662,134.83692120476763,329.34678908213425,"{""addressing"": 9.25402127147208, ""encoding"": 5.232492261822586, ""molecular_write"": 163.71220807186285, ""write_verification"": 15.311146272209102, ""buffer"": 1.0}","{""addressing"": 7.380244409398479, ""molecular_access"": 57.75635245049121, ""sensing"": 29.031107847500323, ""basecalling"": 22.963486096254595, ""decoding"": 9.955667538138114, ""error_correction"": 6.75006286298493, ""buffer"": 1.0}"
58,completed,completed,168.6446268097504,149.3259435800413,317.9705703897917,"{""addressing"": 8.315554167548262, ""encoding"": 5.6813923478000845, ""molecular_write"": 138.70936340078043, ""write_verification"": 14.938316893621623, ""buffer"": 1.0}","{""addressing"": 10.467203399935887, ""molecular_access"": 67.22226246730364, ""sensing"": 27.994497964878953, ""basecalling"": 21.09628616901236, ""decoding"": 13.19243041454503, ""error_correction"": 8.353263164365405, ""buffer"": 1.0}"
59,completed,completed,189.06504212269118,146.9468848665852,336.0119269892764,"{""addressing"": 11.297882207764498, ""encoding"": 5.9316155094627465, ""molecular_write"": 150.77468251991965, ""write_verification"": 20.060861885544288, ""buffer"": 1.0}","{""addressing"": 7.415939337835908, ""molecular_access"": 54.22412028053902, ""sensing"": 44.79915682559255, ""basecalling"": 17.18281432358515, ""decoding"": 13.659480146101552, ""error_correction"": 8.665373952931052, ""buffer"": 1.0}"
60,completed,completed,145.56199998418805,159.862351591964,305.42435157615205,"{""addressing"": 6.380700921745886, ""encoding"": 5.671075961719064, ""molecular_write"": 119.60492342427246, ""write_verification"": 12.905299676450648, ""buffer"": 1.0}","{""addressing"": 7.463760274981332, ""molecular_access"": 81.74070402994228, ""sensing"": 25.16279585248507, ""basecalling"": 20.958880424265942, ""decoding"": 15.293594243487771, ""error_correction"": 8.242616766801616, ""buffer"": 1.0}"
61,completed,completed,100.55679467917433,134.15844361924115,234.7152382984155,"{""addressing"": 8.180218531847895, ""encoding"": 8.91589736363247, ""molecular_write"": 69.96810320262401, ""write_verification"": 12.492575581069955, ""buffer"": 1.0}","{""addressing"": 7.519494395489595, ""molecular_access"": 44.8646564636242, ""sensing"": 46.79111897293534, ""basecalling"": 16.83699618439436, ""decoding"": 9.23275827942987, ""error_correction"": 7.913419323367766, ""buffer"": 1.0}"
62,completed,completed,156.41828990683106,110.45157722681532,266.8698671336464,"{""addressing"": 6.798508492639428, ""encoding"": 5.261921504677814, ""molecular_write"": 133.74994940091133, ""write_verification"": 9.607910508602483, ""buffer"": 1.0}","{""addressing"": 5.7997773295454245, ""molecular_access"": 35.50107943723396, ""sensing"": 35.85119995890088, ""basecalling"": 16.191492916674918, ""decoding"": 8.638421082184951, ""error_correction"": 7.4696065022751945, ""buffer"": 1.0}"
63,completed,completed,145.0779592613924,141.02754295832457,286.105502219717,"{""addressing"": 8.272468368277673, ""encoding"": 6.773992952667469, ""molecular_write"": 113.40346982337026, ""write_verification"": 15.628028117077015, ""buffer"": 1.0}","{""addressing"": 8.251983720330827, ""molecular_access"": 55.678180487593835, ""sensing"": 35.37245881483292, ""basecalling"": 19.525225449987435, ""decoding"": 14.204663459868467, ""error_correction"": 6.995031025711076, ""buffer"": 1.0}"
64,completed,completed,224.2620948413046,129.6469366617294,353.909031503034,"{""addressing"": 7.589427023893664, ""encoding"": 6.049726022224838, ""molecular_write"": 191.14090156916905, ""write_verification"": 18.482040226017034, ""buffer"": 1.0}","{""addressing"": 6.706725891188876, ""molecular_access"": 42.928777148330205, ""sensing"": 36.48215407118347, ""basecalling"": 21.38337582972889, ""decoding"": 12.602143923104544, ""error_correction"": 8.543759798193413, ""buffer"": 1.0}"
65,completed,completed,109.43451223656706,144.40142740573958,253.83593964230664,"{""addressing"": 8.996539322270243, ""encoding"": 6.75397099489957, ""molecular_write"": 77.00535322332676, ""write_verification"": 15.67864869607048, ""buffer"": 1.0}","{""addressing"": 5.407868047900773, ""molecular_access"": 65.29795684658652, ""sensing"": 38.066909162465066, ""basecalling"": 14.24535084278867, ""decoding"": 12.290754127097781, ""error_correction"": 8.092588378900787, ""buffer"": 1.0}"
66,completed,completed,195.15813576113464,117.48879115736918,312.6469269185038,"{""addressing"": 7.298817605949877, ""encoding"": 5.272836517510196, ""molecular_write"": 166.83147963247072, ""write_verification"": 14.755002005203876, ""buffer"": 1.0}","{""addressing"": 9.557784123099403, ""molecular_access"": 48.67927631789354, ""sensing"": 26.172977098923756, ""basecalling"": 14.948427541704675, ""decoding"": 10.51187480254718, ""error_correction"": 6.618451273200609, ""buffer"": 1.0}"
67,completed,completed,183.86382977303705,135.99048192827516,319.8543117013122,"{""addressing"": 10.07839137472264, ""encoding"": 3.255855070422119, ""molecular_write"": 148.443590202296, ""write_verification"": 21.085993125596264, ""buffer"": 1.0}","{""addressing"": 6.8213723295611395, ""molecular_access"": 52.317019035764254, ""sensing"": 41.345142442655636, ""basecalling"": 15.046578112622468, ""decoding"": 10.668891515629376, ""error_correction"": 8.791478492042298, ""buffer"": 1.0}"
68,completed,completed,126.33389348072029,133.66028198685228,259.9941754675726,"{""addressing"": 9.558773891175338, ""encoding"": 6.656135300563177, ""molecular_write"": 86.93630332274991, ""write_verification"": 22.182680966231878, ""buffer"": 1.0}","{""addressing"": 11.429663033959184, ""molecular_access"": 50.202689750592214, ""sensing"": 33.041564645206236, ""basecalling"": 22.999373046975432, ""decoding"": 10.675316506138481, ""error_correction"": 4.311675003980712, ""buffer"": 1.0}"
69,completed,completed,180.04890414839244,146.37179826946308,326.4207024178555,"{""addressing"": 9.057871834383505, ""encoding"": 4.156796252806594, ""molecular_write"": 149.28114148222318, ""write_verification"": 16.553094578979163, ""buffer"": 1.0}","{""addressing"": 6.637320551369685, ""molecular_access"": 64.06189664399058, ""sensing"": 33.86774090066869, ""basecalling"": 21.72991030662724, ""decoding"": 11.435493970602653, ""error_correction"": 7.639435896204238, ""buffer"": 1.0}"
70,completed,completed,153.20857141836697,118.44042537262547,271.64899679099244,"{""addressing"": 10.009372540596754, ""encoding"": 4.646463672260254, ""molecular_write"": 125.3532897577671, ""write_verification"": 12.199445447742876, ""buffer"": 1.0}","{""addressing"": 6.458021101399029, ""molecular_access"": 43.645709982651496, ""sensing"": 29.196482045438927, ""basecalling"": 20.00962680930757, ""decoding"": 11.767388618694874, ""error_correction"": 6.363196815133567, ""buffer"": 1.0}"
71,completed,completed,160.85619947012566,138.88657742925807,299.7427768993837,"{""addressing"": 8.250933272702472, ""encoding"": 7.163195540293419, ""molecular_write"": 126.07624612990075, ""write_verification"": 18.36582452722901, ""buffer"": 1.0}","{""addressing"": 9.237674900367523, ""molecular_access"": 54.3679054057274, ""sensing"": 38.65493647205854, ""basecalling"": 18.879642427347175, ""decoding"": 10.037713867000253, ""error_correction"": 6.708704356757172, ""buffer"": 1.0}"
72,completed,completed,109.20359987693239,115.78900267567703,224.9926025526094,"{""addressing"": 5.345398777467286, ""encoding"": 7.748816536259814, ""molecular_write"": 79.25046096646557, ""write_verification"": 15.858923596739718, ""buffer"": 1.0}","{""addressing"": 10.340242944535277, ""molecular_access"": 42.538860246283704, ""sensing"": 33.86903273037115, ""basecalling"": 14.968677283512394, ""decoding"": 6.180757101173298, ""error_correction"": 6.891432369801203, ""buffer"": 1.0}"
73,completed,completed,119.25983900562677,159.50030458561548,278.76014359124224,"{""addressing"": 8.834287683934736, ""encoding"": 6.488441749158948, ""molecular_write"": 82.92204353754421, ""write_verification"": 20.015066034988877, ""buffer"": 1.0}","{""addressing"": 7.763724862107894, ""molecular_access"": 74.51948355127783, ""sensing"": 35.47974787284542, ""basecalling"": 17.524288941091296, ""decoding"": 16.028917506877917, ""error_correction"": 7.184141851415128, ""buffer"": 1.0}"
74,completed,completed,136.04552280795514,129.6873362525053,265.73285906046044,"{""addressing"": 7.36561343580919, ""encoding"": 7.616271943375916, ""molecular_write"": 109.79703927901822, ""write_verification"": 10.266598149751823, ""buffer"": 1.0}","{""addressing"": 8.579894700643536, ""molecular_access"": 43.29875194310325, ""sensing"": 37.12102762276722, ""basecalling"": 19.206878184416034, ""decoding"": 12.28816872482406, ""error_correction"": 8.192615076751188, ""buffer"": 1.0}"
75,completed,completed,132.20348262959865,125.2066511431926,257.41013377279126,"{""addressing"": 8.666437136551428, ""encoding"": 3.8960534580489976, ""molecular_write"": 103.16770947738976, ""write_verification"": 15.473282557608465, ""buffer"": 1.0}","{""addressing"": 7.350693991945193, ""molecular_access"": 41.22693725837825, ""sensing"": 36.722359367892885, ""basecalling"": 18.144267086181404, ""decoding"": 13.445452987873788, ""error_correction"": 7.316940450921108, ""buffer"": 1.0}"
76,completed,completed,190.19364874131045,119.47126891308355,309.664917654394,"{""addressing"": 6.225253041159412, ""encoding"": 6.371470130343899, ""molecular_write"": 166.38684586374285, ""write_verification"": 10.210079706064304, ""buffer"": 1.0}","{""addressing"": 8.255813458917256, ""molecular_access"": 42.93720100708212, ""sensing"": 32.956536332046504, ""basecalling"": 17.914363623617913, ""decoding"": 8.258769703793588, ""error_correction"": 8.148584787626195, ""buffer"": 1.0}"
77,completed,completed,121.48662534213805,141.78917116788898,263.275796510027,"{""addressing"": 5.358102605467026, ""encoding"": 8.083754615157519, ""molecular_write"": 91.52858749395274, ""write_verification"": 15.516180627560773, ""buffer"": 1.0}","{""addressing"": 6.394215541999859, ""molecular_access"": 62.37656431822674, ""sensing"": 34.26545047439724, ""basecalling"": 21.229432042203932, ""decoding"": 9.62122748134444, ""error_correction"": 6.902281309716747, ""buffer"": 1.0}"
78,completed,completed,135.0136024954326,139.71716155645785,274.73076405189045,"{""addressing"": 8.92945437777159, ""encoding"": 5.87691553138275, ""molecular_write"": 108.78465278127118, ""write_verification"": 10.422579805007079, ""buffer"": 1.0}","{""addressing"": 7.569046004617288, ""molecular_access"": 59.32982833838545, ""sensing"": 36.313822329369856, ""basecalling"": 18.303318958476485, ""decoding"": 8.476240289328334, ""error_correction"": 8.724905636280452, ""buffer"": 1.0}"
79,completed,completed,144.3487462186161,147.90405804305834,292.25280426167444,"{""addressing"": 9.004299793175552, ""encoding"": 6.328959467241205, ""molecular_write"": 112.43943287011606, ""write_verification"": 15.576054088083293, ""buffer"": 1.0}","{""addressing"": 8.466706753633026, ""molecular_access"": 65.0257065617588, ""sensing"": 38.95130247195759, ""basecalling"": 16.030051958244698, ""decoding"": 11.201998607025994, ""error_correction"": 7.228291690438225, ""buffer"": 1.0}"
80,completed,completed,221.94837516597636,126.81026800919261,348.75864317516897,"{""addressing"": 7.190670504418651, ""encoding"": 6.561668167138107, ""molecular_write"": 193.0362697080401, ""write_verification"": 14.15976678637953, ""buffer"": 1.0}","{""addressing"": 8.501836688367291, ""molecular_access"": 43.417993553016245, ""sensing"": 32.3109049429694, ""basecalling"": 23.07599759596345, ""decoding"": 9.416138251633253, ""error_correction"": 9.087396977242943, ""buffer"": 1.0}"
81,completed,completed,106.11379422317029,125.00935790069846,231.12315212386875,"{""addressing"": 7.718403139514348, ""encoding"": 6.105178847234968, ""molecular_write"": 78.4106734549937, ""write_verification"": 12.879538781427266, ""buffer"": 1.0}","{""addressing"": 5.2335425415978225, ""molecular_access"": 41.15227350026122, ""sensing"": 40.663252481443735, ""basecalling"": 21.20496157098779, ""decoding"": 9.984175240020424, ""error_correction"": 5.771152566387471, ""buffer"": 1.0}"
82,completed,completed,139.13932142917608,123.27404244993991,262.413363879116,"{""addressing"": 8.198443210304355, ""encoding"": 4.797071320304891, ""molecular_write"": 110.75516892464636, ""write_verification"": 14.388637973920474, ""buffer"": 1.0}","{""addressing"": 8.168796967175476, ""molecular_access"": 44.1787425219512, ""sensing"": 32.63458333777968, ""basecalling"": 17.467232357788316, ""decoding"": 12.586445800302617, ""error_correction"": 7.238241464942617, ""buffer"": 1.0}"
83,completed,completed,125.86409134691718,126.06335206731038,251.92744341422755,"{""addressing"": 5.939507255645075, ""encoding"": 7.90127743973405, ""molecular_write"": 103.81368007171538, ""write_verification"": 7.209626579822663, ""buffer"": 1.0}","{""addressing"": 9.04868360514446, ""molecular_access"": 48.58301117927831, ""sensing"": 31.363699621204255, ""basecalling"": 16.68970377158005, ""decoding"": 10.388520789981222, ""error_correction"": 8.98973310012209, ""buffer"": 1.0}"
84,completed,completed,138.46075828981512,135.00894923654974,273.46970752636486,"{""addressing"": 7.120765423996701, ""encoding"": 6.0450374230613, ""molecular_write"": 110.44525242633303, ""write_verification"": 13.849703016424083, ""buffer"": 1.0}","{""addressing"": 6.737105515362279, ""molecular_access"": 53.033816177914524, ""sensing"": 42.3574603595643, ""basecalling"": 14.212675528205846, ""decoding"": 10.090155385162744, ""error_correction"": 7.577736270340036, ""buffer"": 1.0}"
85,completed,completed,123.80542296818525,114.17202672847397,237.97744969665922,"{""addressing"": 6.091174032733752, ""encoding"": 6.560237847997619, ""molecular_write"": 96.50531607653086, ""write_verification"": 13.648695010923024, ""buffer"": 1.0}","{""addressing"": 8.053202915199105, ""molecular_access"": 35.09954376994627, ""sensing"": 37.577544967565665, ""basecalling"": 15.265468621923834, ""decoding"": 11.92242045490813, ""error_correction"": 5.25384599893099, ""buffer"": 1.0}"
86,completed,completed,138.69318288891327,147.62350094935573,286.316683838269,"{""addressing"": 8.242154103437858, ""encoding"": 5.874981865962941, ""molecular_write"": 107.89286165228432, ""write_verification"": 15.683185267228133, ""buffer"": 1.0}","{""addressing"": 9.231238741755378, ""molecular_access"": 59.91976427888237, ""sensing"": 41.25736718816496, ""basecalling"": 15.870201805450439, ""decoding"": 12.937739464040664, ""error_correction"": 7.407189471061873, ""buffer"": 1.0}"
87,completed,completed,142.6396903643843,127.40123839377077,270.0409287581551,"{""addressing"": 8.03891298458095, ""encoding"": 5.811265829667091, ""molecular_write"": 112.05243762864225, ""write_verification"": 15.737073921494016, ""buffer"": 1.0}","{""addressing"": 7.236510278928462, ""molecular_access"": 51.89320123975823, ""sensing"": 31.992486730719108, ""basecalling"": 15.5808351427883, ""decoding"": 11.928180386087789, ""error_correction"": 7.770024615488888, ""buffer"": 1.0}"
88,completed,completed,150.42796293604775,125.5997260849069,276.02768902095465,"{""addressing"": 9.582254836129623, ""encoding"": 4.748091535064001, ""molecular_write"": 118.81459547170803, ""write_verification"": 16.283021093146083, ""buffer"": 1.0}","{""addressing"": 9.323417635307443, ""molecular_access"": 50.65111189433278, ""sensing"": 23.748303890748893, ""basecalling"": 22.00110084270981, ""decoding"": 9.147153048014687, ""error_correction"": 9.728638773793259, ""buffer"": 1.0}"
89,completed,completed,176.88008313301432,136.60843189776514,313.48851503077947,"{""addressing"": 5.316721958939203, ""encoding"": 7.8963242749425255, ""molecular_write"": 151.29943425104221, ""write_verification"": 11.367602648090378, ""buffer"": 1.0}","{""addressing"": 7.796655785517385, ""molecular_access"": 66.93809850176712, ""sensing"": 30.475868671598853, ""basecalling"": 9.50275618743739, ""decoding"": 13.59653897148982, ""error_correction"": 7.298513779954536, ""buffer"": 1.0}"
90,completed,completed,169.36099163952306,122.93811259645864,292.2991042359817,"{""addressing"": 11.31991909133934, ""encoding"": 5.1549203794958975, ""molecular_write"": 139.28192058532161, ""write_verification"": 12.604231583366218, ""buffer"": 1.0}","{""addressing"": 5.848119406990364, ""molecular_access"": 34.630999157771605, ""sensing"": 38.4544205161133, ""basecalling"": 21.21999638930096, ""decoding"": 11.947419248275859, ""error_correction"": 9.83715787800653, ""buffer"": 1.0}"
91,completed,completed,170.55128124300288,123.77288401405949,294.32416525706236,"{""addressing"": 6.180030162381456, ""encoding"": 6.620226204569079, ""molecular_write"": 136.26693370890285, ""write_verification"": 20.4840911671495, ""buffer"": 1.0}","{""addressing"": 4.662878442219908, ""molecular_access"": 40.325988334453314, ""sensing"": 39.863861612174844, ""basecalling"": 18.144439536493888, ""decoding"": 12.74424979874992, ""error_correction"": 7.031466289967629, ""buffer"": 1.0}"
92,completed,completed,221.36634116563127,128.18599134049887,349.55233250613014,"{""addressing"": 8.575523892143641, ""encoding"": 7.833585895375578, ""molecular_write"": 188.73310567863135, ""write_verification"": 15.224125699480714, ""buffer"": 1.0}","{""addressing"": 9.281426224694764, ""molecular_access"": 46.80004973197452, ""sensing"": 34.951705602863626, ""basecalling"": 17.090290165710268, ""decoding"": 10.213656406428193, ""error_correction"": 8.848863208827488, ""buffer"": 1.0}"
93,completed,completed,159.9432432047413,122.32805489529528,282.2712981000366,"{""addressing"": 8.839879729138762, ""encoding"": 5.437135683660218, ""molecular_write"": 132.32288449982755, ""write_verification"": 12.34334329211476, ""buffer"": 1.0}","{""addressing"": 5.279150252961355, ""molecular_access"": 45.511428667124186, ""sensing"": 33.61781327494262, ""basecalling"": 15.903304147489642, ""decoding"": 12.810681171774466, ""error_correction"": 8.205677381003026, ""buffer"": 1.0}"
94,completed,completed,146.19042111845638,108.83523223148578,255.02565334994216,"{""addressing"": 8.00526081120295, ""encoding"": 7.786355270401291, ""molecular_write"": 121.19078457371323, ""write_verification"": 8.208020463138915, ""buffer"": 1.0}","{""addressing"": 8.808425443687607, ""molecular_access"": 26.81313785319578, ""sensing"": 36.15021177126192, ""basecalling"": 13.963001048662743, ""decoding"": 14.473150985977082, ""error_correction"": 7.62730512870066, ""buffer"": 1.0}"
95,completed,completed,119.38612836778785,125.97620717330503,245.36233554109288,"{""addressing"": 8.270088511797569, ""encoding"": 6.911834441781171, ""molecular_write"": 87.1853703764584, ""write_verification"": 16.018835037750716, ""buffer"": 1.0}","{""addressing"": 5.577907979844882, ""molecular_access"": 45.01507066178921, ""sensing"": 35.29173035686158, ""basecalling"": 19.36283391591426, ""decoding"": 12.837377702732638, ""error_correction"": 6.891286556162472, ""buffer"": 1.0}"
96,completed,completed,117.1120473824688,123.80443699894323,240.91648438141203,"{""addressing"": 6.440418492758463, ""encoding"": 5.493565873030558, ""molecular_write"": 91.70723189314565, ""write_verification"": 12.470831123534133, ""buffer"": 1.0}","{""addressing"": 10.303009904541284, ""molecular_access"": 44.97108569321137, ""sensing"": 35.74315986214352, ""basecalling"": 13.398255274514723, ""decoding"": 8.39230802268401, ""error_correction"": 9.996618241848335, ""buffer"": 1.0}"
97,completed,completed,125.85222058188286,145.09447630759848,270.94669688948136,"{""addressing"": 7.894370743577082, ""encoding"": 6.931818937105694, ""molecular_write"": 94.22833384025698, ""write_verification"": 15.797697060943104, ""buffer"": 1.0}","{""addressing"": 9.644425561128156, ""molecular_access"": 60.21673358978573, ""sensing"": 31.63904002861084, ""basecalling"": 18.550341042257514, ""decoding"": 15.217782485667533, ""error_correction"": 8.826153600148691, ""buffer"": 1.0}"
98,completed,completed,113.3042414825272,168.20226019212603,281.50650167465324,"{""addressing"": 7.928904328539854, ""encoding"": 6.1929879917655875, ""molecular_write"": 85.71736383600297, ""write_verification"": 12.464985326218798, ""buffer"": 1.0}","{""addressing"": 6.4161971792365025, ""molecular_access"": 76.06147822899865, ""sensing"": 45.48259131002669, ""basecalling"": 17.808164963464012, ""decoding"": 14.787900533325873, ""error_correction"": 6.645927977074251, ""buffer"": 1.0}"
99,completed,completed,120.45750223407599,130.42986067629244,250.88736291036844,"{""addressing"": 6.906433626995396, ""encoding"": 4.602937775599095, ""molecular_write"": 92.3672008296634, ""write_verification"": 15.580930001818087, ""buffer"": 1.0}","{""addressing"": 8.650136124478703, ""molecular_access"": 60.67541286177902, ""sensing"": 24.01117746182404, ""basecalling"": 15.415866701616205, ""decoding"": 13.533945955357325, ""error_correction"": 7.143321571237157, ""buffer"": 1.0}"
100,completed,completed,121.14608112479152,115.85217915423391,236.99826027902543,"{""addressing"": 6.155083308277506, ""encoding"": 7.110501024785048, ""molecular_write"": 91.5621417136551, ""write_verification"": 15.318355078073882, ""buffer"": 1.0}","{""addressing"": 8.889739476820283, ""molecular_access"": 37.75954176391667, ""sensing"": 28.870260931068046, ""basecalling"": 17.672642639567545, ""decoding"": 11.891325500642866, ""error_correction"": 9.768668842218506, ""buffer"": 1.0}"
101,completed,completed,143.2556743358226,135.83445517070905,279.09012950653164,"{""addressing"": 7.796047378287162, ""encoding"": 6.90491272249251, ""molecular_write"": 108.65617418560134, ""write_verification"": 18.898540049441586, ""buffer"": 1.0}","{""addressing"": 9.244061103479403, ""molecular_access"": 52.97217272569838, ""sensing"": 31.275563626270202, ""basecalling"": 20.770507448842924, ""decoding"": 9.219054935268751, ""error_correction"": 11.353095331149412, ""buffer"": 1.0}"
102,completed,completed,127.92747948182542,110.30721726654009,238.2346967483655,"{""addressing"": 7.587828019711203, ""encoding"": 6.480624432319962, ""molecular_write"": 92.1378930136785, ""write_verification"": 20.72113401611576, ""buffer"": 1.0}","{""addressing"": 7.4110717548478044, ""molecular_access"": 36.543753664481514, ""sensing"": 35.149769174757395, ""basecalling"": 11.300067413433283, ""decoding"": 11.337059869587689, ""error_correction"": 7.565495389432408, ""buffer"": 1.0}"
103,completed,completed,191.57510074887327,140.36244940158772,331.937550150461,"{""addressing"": 9.316427569948345, ""encoding"": 4.5253706345702875, ""molecular_write"": 164.19739502849424, ""write_verification"": 12.53590751586039, ""buffer"": 1.0}","{""addressing"": 8.736434301832597, ""molecular_access"": 57.76104443555014, ""sensing"": 37.46142074328319, ""basecalling"": 14.770343870928043, ""decoding"": 12.19989881325858, ""error_correction"": 8.433307236735192, ""buffer"": 1.0}"
104,completed,completed,123.40652719005833,169.95510249625687,293.3616296863152,"{""addressing"": 11.675844515442362, ""encoding"": 6.853966272089386, ""molecular_write"": 87.06336663230898, ""write_verification"": 16.813349770217595, ""buffer"": 1.0}","{""addressing"": 13.14920065084558, ""molecular_access"": 77.26136839533008, ""sensing"": 39.56829680125897, ""basecalling"": 20.964175200780055, ""decoding"": 11.526980438935015, ""error_correction"": 6.485081009107168, ""buffer"": 1.0}"
105,completed,completed,174.8802308334538,152.07149177014824,326.95172260360204,"{""addressing"": 7.9003300638625475, ""encoding"": 7.450280072072864, ""molecular_write"": 141.35660972249292, ""write_verification"": 17.17301097502544, ""buffer"": 1.0}","{""addressing"": 6.618563856334626, ""molecular_access"": 54.649633993466054, ""sensing"": 43.45512903013909, ""basecalling"": 24.0299103167656, ""decoding"": 13.34338485067661, ""error_correction"": 8.974869722766254, ""buffer"": 1.0}"
106,completed,completed,139.8944247186279,133.78723872822533,273.68166344685324,"{""addressing"": 5.562973401460052, ""encoding"": 6.332652929293099, ""molecular_write"": 110.66663643295105, ""write_verification"": 16.332161954923713, ""buffer"": 1.0}","{""addressing"": 9.277653211057151, ""molecular_access"": 49.38783067679973, ""sensing"": 34.46897242301264, ""basecalling"": 21.85476429401747, ""decoding"": 10.821149611367167, ""error_correction"": 6.9768685119711495, ""buffer"": 1.0}"
107,completed,completed,200.3640203099335,141.42742771922718,341.7914480291607,"{""addressing"": 6.9007901213049925, ""encoding"": 6.312090478336034, ""molecular_write"": 170.6476823763841, ""write_verification"": 15.503457333908369, ""buffer"": 1.0}","{""addressing"": 7.643096675366096, ""molecular_access"": 63.868837812372966, ""sensing"": 34.83727886178754, ""basecalling"": 17.375510087672666, ""decoding"": 10.314796525580265, ""error_correction"": 6.387907756447657, ""buffer"": 1.0}"
108,completed,completed,132.6077067327505,134.60946752423757,267.2171742569881,"{""addressing"": 7.017460620961186, ""encoding"": 5.670236471232528, ""molecular_write"": 103.2872705218316, ""write_verification"": 15.632739118725175, ""buffer"": 1.0}","{""addressing"": 7.997282763960235, ""molecular_access"": 58.91408913606073, ""sensing"": 33.13664014272265, ""basecalling"": 11.314813908157689, ""decoding"": 14.417148168798795, ""error_correction"": 7.829493404537526, ""buffer"": 1.0}"
109,completed,completed,145.57079085518947,153.67166066428294,299.2424515194724,"{""addressing"": 5.510924608017174, ""encoding"": 6.5641647942726005, ""molecular_write"": 115.34798099533378, ""write_verification"": 17.14772045756591, ""buffer"": 1.0}","{""addressing"": 4.638211898533796, ""molecular_access"": 74.98148872165814, ""sensing"": 33.98507407182673, ""basecalling"": 18.870251027135822, ""decoding"": 10.01377045549686, ""error_correction"": 10.182864489631605, ""buffer"": 1.0}"
110,completed,completed,178.58369449333793,137.91947998942283,316.50317448276076,"{""addressing"": 9.15208736953825, ""encoding"": 6.247043721141107, ""molecular_write"": 147.07857307081161, ""write_verification"": 15.105990331846945, ""buffer"": 1.0}","{""addressing"": 5.566419400300435, ""molecular_access"": 61.474354966131884, ""sensing"": 34.25279942052107, ""basecalling"": 17.39507191349564, ""decoding"": 11.19289140215031, ""error_correction"": 7.037942886823483, ""buffer"": 1.0}"
111,completed,completed,110.91685640837062,141.49418134562276,252.41103775399338,"{""addressing"": 6.452315013596249, ""encoding"": 7.702210590387382, ""molecular_write"": 87.29991214505864, ""write_verification"": 8.462418659328355, ""buffer"": 1.0}","{""addressing"": 9.166384924386065, ""molecular_access"": 66.08186616411817, ""sensing"": 24.313358921030122, ""basecalling"": 17.89737298627427, ""decoding"": 12.77641550518055, ""error_correction"": 10.258782844633593, ""buffer"": 1.0}"
112,completed,completed,144.36799813079122,139.30363592890544,283.67163405969666,"{""addressing"": 7.792993039910487, ""encoding"": 4.628259447894288, ""molecular_write"": 111.42131298796787, ""write_verification"": 19.52543265501857, ""buffer"": 1.0}","{""addressing"": 4.751154138062509, ""molecular_access"": 64.98283751197889, ""sensing"": 37.79529341445674, ""basecalling"": 11.610207117366517, ""decoding"": 11.805543382643322, ""error_correction"": 7.358600364397474, ""buffer"": 1.0}"
113,completed,completed,101.42647315020352,141.86590108946757,243.2923742396711,"{""addressing"": 6.707856570678041, ""encoding"": 5.724283216951847, ""molecular_write"": 75.77083754119741, ""write_verification"": 12.223495821376215, ""buffer"": 1.0}","{""addressing"": 7.276513724463995, ""molecular_access"": 48.25550925267975, ""sensing"": 42.97912090794689, ""basecalling"": 21.177525766750698, ""decoding"": 13.921520284665803, ""error_correction"": 7.255711152960439, ""buffer"": 1.0}"
114,completed,completed,126.44327342591812,153.9167722393617,280.3600456652798,"{""addressing"": 6.507293675689707, ""encoding"": 5.025467011907056, ""molecular_write"": 100.59105892322104, ""write_verification"": 13.319453815100317, ""buffer"": 1.0}","{""addressing"": 9.663958642535501, ""molecular_access"": 65.26866510499273, ""sensing"": 40.473887792165165, ""basecalling"": 16.993908047898454, ""decoding"": 14.456585230592479, ""error_correction"": 6.059767421177341, ""buffer"": 1.0}"
115,completed,completed,153.27757763798166,128.54739008103564,281.8249677190173,"{""addressing"": 7.06568697843316, ""encoding"": 5.110562341317742, ""molecular_write"": 121.26531211117275, ""write_verification"": 18.836016207058016, ""buffer"": 1.0}","{""addressing"": 10.067535512651672, ""molecular_access"": 47.91620336826074, ""sensing"": 31.52112125239496, ""basecalling"": 21.666054025964343, ""decoding"": 10.911283141118025, ""error_correction"": 5.465192780645939, ""buffer"": 1.0}"
