payload_size_bytes,payload_size_label,channels,logical_block_size_bytes,logical_block_size_label,molecular_write_speedup,logical_blocks,write_latency_ms,cold_read_latency_ms,roundtrip_latency_ms,write_throughput_bytes_per_s,cold_read_throughput_bytes_per_s,write_rank
1073741824,1024 MB,8,1048576,1 MB,1,1024,4886840.34437077,2432380.2433509044,7319220.587721675,219721.07708344932,441436.66556047497,196
1073741824,1024 MB,8,262144,256 KB,1,4096,4889912.34437077,2455024.9734036177,7344937.317774388,219583.0412453269,437364.9293316055,197
1073741824,1024 MB,8,65536,64 KB,1,16384,4902200.34437077,2545603.8936144705,7447804.23798524,219032.627916357,421802.3969453502,198
1073741824,1024 MB,8,16384,16 KB,1,65536,4951352.34437077,2907919.574457882,7859271.918828652,216858.29432452837,369247.42810336343,199
1073741824,1024 MB,8,4096,4 KB,1,262144,5147960.34437077,4357182.297831529,9505142.6422023,208576.16457246474,246430.31909277174,200
1073741824,1024 MB,4,1048576,1 MB,2,1024,5608760.344370769,4864760.486701809,10473520.831072578,191440.13259144878,220718.33278023748,201
1073741824,1024 MB,4,262144,256 KB,2,4096,5614904.344370769,4910049.9468072355,10524954.291178005,191230.6529454026,218682.46466580275,202
1073741824,1024 MB,4,65536,64 KB,2,16384,5639480.344370769,5091207.787228941,10730688.13159971,190397.29876384625,210901.1984726751,203
1073741824,1024 MB,4,16384,16 KB,2,65536,5737784.344370769,5815839.148915764,11553623.493286533,187135.27026393515,184623.71405168172,204
1073741824,1024 MB,4,4096,4 KB,2,262144,6131000.344370769,8714364.595663058,14845364.940033827,175133.21867382788,123215.15954638587,205
1073741824,1024 MB,4,1048576,1 MB,1,1024,9773680.68874154,4864760.486701809,14638441.17544335,109860.53854172466,220718.33278023748,206
1073741824,1024 MB,4,262144,256 KB,1,4096,9779824.68874154,4910049.9468072355,14689874.635548776,109791.52062266345,218682.46466580275,207
1073741824,1024 MB,4,65536,64 KB,1,16384,9804400.68874154,5091207.787228941,14895608.47597048,109516.3139581785,210901.1984726751,208
1073741824,1024 MB,4,16384,16 KB,1,65536,9902704.68874154,5815839.148915764,15718543.837657304,108429.14716226418,184623.71405168172,209
1073741824,1024 MB,4,4096,4 KB,1,262144,10295920.68874154,8714364.595663058,19010285.2844046,104288.08228623237,123215.15954638587,210
