target_latency_ms,modeled_mean_cold_read_ms,cold_read_controller_overhead_ms,cold_read_current_physical_ms,cold_read_available_physical_budget_ms,cold_read_required_physical_scale,cold_read_target_feasible_with_current_model,modeled_mean_write_ms,write_controller_overhead_ms,write_current_physical_ms,write_available_physical_budget_ms,write_required_physical_scale,write_target_feasible_with_current_model,modeled_mean_roundtrip_ms,roundtrip_controller_overhead_ms,roundtrip_current_physical_ms,roundtrip_available_physical_budget_ms,roundtrip_required_physical_scale,roundtrip_target_feasible_with_current_model
10000,133.64075721576782,29.122954465796923,104.51780274997085,9970.877045534204,95.39883907994788,True,159.1634294217905,15.031742093311031,144.13168732847936,9984.968257906688,69.27670412371376,True,287.0990348907851,44.154696559107954,248.6494900784502,9955.845303440892,40.03967713868937,True
5000,133.64075721576782,29.122954465796923,104.51780274997085,4970.877045534203,47.56009899505459,True,159.1634294217905,15.031742093311031,144.13168732847936,4984.968257906689,34.586206200069206,True,287.0990348907851,44.154696559107954,248.6494900784502,4955.845303440892,19.93104953433565,True
2000,133.64075721576782,29.122954465796923,104.51780274997085,1970.877045534203,18.856854944118624,True,159.1634294217905,15.031742093311031,144.13168732847936,1984.968257906689,13.77190744588247,True,287.0990348907851,44.154696559107954,248.6494900784502,1955.845303440892,7.865872971723419,True
1000,133.64075721576782,29.122954465796923,104.51780274997085,970.877045534203,9.289106927139967,True,159.1634294217905,15.031742093311031,144.13168732847936,984.968257906689,6.833807861153558,True,287.0990348907851,44.154696559107954,248.6494900784502,955.845303440892,3.8441474508526756,True
500,133.64075721576782,29.122954465796923,104.51780274997085,470.8770455342031,4.50523291865064,True,159.1634294217905,15.031742093311031,144.13168732847936,484.96825790668896,3.3647580687891026,True,287.0990348907851,44.154696559107954,248.6494900784502,455.84530344089205,1.833284690417304,True
100,133.64075721576782,29.122954465796923,104.51780274997085,70.87704553420308,0.6781337118591774,False,159.1634294217905,15.031742093311031,144.13168732847936,84.96825790668896,0.5895182348975377,False,287.0990348907851,44.154696559107954,248.6494900784502,55.845303440892046,0.22459448206900628,False
